NOMBRE,LINK,2020,2019,EXPEDIENTE,TIPO COMPAÑIA,ACTIVIDAD ECONÓMICA,REGION,PROVINCIA,CIUDAD,TAMAÑO,SECTOR,CANT. EMPLEADOS,ACTIVO2020,PATRIMONIO2020,INGRESOS POR VENTA2020,UTILIDAD ANTES DE 2020,UTILIDAD DEL EJERCICIO2020,UTILIDAD NETA2020,IR CAUSADO2020,INGRESO TOTAL2020
HALLIBURTON LATIN AMERICA S.R.L.,https://www.linkedin.com/company/halliburton/?originalSubdomain=ec,44.0,27,8018.0,SUCURSAL  EXTRANJERA,"B0910.01 - ACTIVIDADES DE SERVICIOS DE EXTRACCIÓN DE PETRÓLEO Y GAS REALIZADAS A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATO: SONDEOS, EXPLORACIÓN (POR EJEMPLO: MÉTODOS TRADICIONALES DE PROSPECCIÓN, COMO OBSERVACIONES GEOLÓGICAS EN POSIBLES YACIMIENTOS); PERFORACIÓN DIRIGIDA Y REPERFORACIÓN; PERFORACIÓN INICIAL; ERECCIÓN, REPARACIÓN Y DESMANTELAMIENTO DE TORRES DE PERFORACIÓN, CEMENTACIÓN DE TUBOS DE ENCAMISADO DE LOS POZOS DE PETRÓLEO Y GAS, BOMBEO, TAPONAMIENTO Y ABANDONO DE POZOS, ETCÉTERA; LICUEFACCIÓN Y REGASIFICACIÓN DE GAS NATURAL PARA SU TRANSPORTE, REALIZADAS EN EL LUGAR DE EXTRACCIÓN; DRENAJE Y BOMBEO.",SIERRA,PICHINCHA                                         ,QUITO                                             ,GRANDE,SOCIETARIO,365.0,282147598.0,"108,911,284.0","85,226,701.10","-8,799,909.10","-8,799,909.10",-9966755.7,"1,166,846.61","85,387,700.90"
CONTECON GUAYAQUIL,https://ec.linkedin.com/company/contecon-guayaquil?trk=companies_directory,45.0,55,126760.0,ANÓNIMA,"H5222.00 - ACTIVIDADES RELACIONADAS CON EL TRANSPORTE ACUÁTICO DE PASAJEROS, ANIMALES O CARGA: EXPLOTACIÓN DE INSTALACIONES TERMINALES, COMO PUERTOS Y MALECONES, EXPLOTACIÓN DE EXCLUSAS DE VÍAS DE NAVEGACIÓN INTERIORES, ETCÉTERA, ACTIVIDADES DE NAVEGACIÓN, PRACTICAJE Y ATRACADA, ACTIVIDADES DE GABARRAJE Y SALVAMENTO, INCLUYE ACTIVIDADES DE FAROS.",COSTA,GUAYAS                                            ,GUAYAQUIL                                         ,GRANDE,SOCIETARIO,720.0,274330295.0,"146,498,712.0","113,605,569.0","28,991,876.80","34,108,090.20",20390336.4,"8,601,540.34","113,984,456.00"
OLEODUCTO DE CRUDOS PESADOS (OCP) ECUADOR,https://www.linkedin.com/company/ocp-ecuador/,47.0,49,90246.0,ANÓNIMA,"H4930.00 - SERVICIO DE ESTACIONES DE BOMBEO, TRANSPORTE DE GASES, LÍQUIDOS, AGUA, LECHADA Y OTROS PRODUCTOS POR TUBERÍAS.",SIERRA,PICHINCHA                                         ,QUITO                                             ,GRANDE,SOCIETARIO,257.0,266411045.0,"28,954,590.20","133,125,773.0",0.00,"-19,715,151.00",0.0,0.00,"134,175,649.00"
MAQUINARIAS Y VEHICULOS MAVESA,https://ec.linkedin.com/company/grupo-mavesa?trk=companies_directory,48.0,52,4164.0,ANÓNIMA,"G4510.01 - VENTA DE VEHÍCULOS NUEVOS Y USADOS: VEHÍCULOS DE PASAJEROS, INCLUIDOS VEHÍCULOS ESPECIALIZADOS COMO: AMBULANCIAS Y MINIBUSES, CAMIONES, REMOLQUES Y SEMIRREMOLQUES, VEHÍCULOS DE ACAMPADA COMO: CARAVANAS Y AUTOCARAVANAS, VEHÍCULOS PARA TODO TERRENO (JEEPS, ETCÉTERA), INCLUIDO LA VENTA AL POR MAYOR Y AL POR MENOR POR COMISIONISTAS.",COSTA,GUAYAS                                            ,GUAYAQUIL                                         ,GRANDE,MERCADO DE VALORES,921.0,262965807.7,"131,185,379.3","153,791,658.3","342,353.43","402,768.75",117744.25,"224,609.18","154,219,438.17"
OPERADORA Y PROCESADORA DE PRODUCTOS MARINOS OMARSA SA,https://ec.linkedin.com/company/omarsa-shrimp?trk=companies_directory,49.0,53,40424.0,ANÓNIMA,"A0321.02 - EXPLOTACIÓN DE CRIADEROS DE CAMARONES (CAMARONERAS), CRIADEROS DE LARVAS  DE CAMARÓN (LABORATORIOS DE LARVAS DE CAMARÓN).",COSTA,GUAYAS                                            ,ELOY ALFARO (DURAN)                               ,GRANDE,MERCADO DE VALORES,5938.0,262958753.74,"117,163,196.0","479,639,762.3","12,254,934.85","14,417,570.41",10221266.01,"2,974,131.04","480,928,508.19"
NOVACERO S.A,https://ec.linkedin.com/company/novacero-s-a-?trk=companies_directory,50.0,56,8360.0,ANÓNIMA,"C2410.22 - FABRICACIÓN DE BARRAS, VARILLAS Y SECCIONES SÓLIDAS DE HIERRO Y ACERO LAMINADAS EN CALIENTE Y MEDIANTE ESTIRADO EN FRÍO Y EN CALIENTE, RECTIFICACIÓN O TORNEADO; FABRICACIÓN DE ALAMBRE DE ACERO MEDIANTE ESTIRADO O ALARGAMIENTO EN FRÍO.",SIERRA,COTOPAXI                                          ,LASSO                                             ,GRANDE,SOCIETARIO,1145.0,261086985.53,"101,656,691.6","211,475,429.3","8,215,982.84","9,665,862.17",5808815.96,"2,635,558.90","211,625,850.62"
FARMACIAS Y COMISARIATOS DE MEDICINAS SA FARCOMED,https://www.linkedin.com/company/farmacias-y-comisariatos-de-medicinas-s.a/,51.0,62,45323.0,ANÓNIMA,G4772.01 - VENTA AL POR MENOR DE PRODUCTOS FARMACÉUTICOS EN ESTABLECIMIENTOS ESPECIALIZADOS.,SIERRA,PICHINCHA                                         ,SANGOLQUÍ                                         ,GRANDE,SOCIETARIO,1295.0,259773557.0,"42,088,607.30","222,319,368.0","6,532,387.76","7,685,162.00",4536681.08,"1,995,706.68","230,431,396.00"
COMERCIAL KYWI SA,https://ec.linkedin.com/company/comercial-kywi-s-a-?trk=companies_directory,52.0,58,193.0,ANÓNIMA,"G4663.21 - VENTA AL POR MAYOR DE ARTÍCULOS DE FERRETERÍAS Y CERRADURAS: MARTILLOS, SIERRAS, DESTORNILLADORES, Y OTRAS HERRAMIENTAS DE MANO, ACCESORIOS Y DISPOSITIVOS; CAJAS FUERTES, EXTINTORES.",SIERRA,PICHINCHA                                         ,QUITO                                             ,GRANDE,SOCIETARIO,210.0,257198511.0,"196,056,856.0","249,188,502.0","32,488,304.30","38,221,534.00",24373001.1,"8,115,303.22","257,723,784.00"
LA GANGA R.C.A.,https://ec.linkedin.com/company/almacenes-la-ganga?trk=companies_directory,53.0,67,25827.0,ANÓNIMA,"G4759.05 - VENTA AL POR MENOR DE ELECTRODOMÉSTICOS EN ESTABLECIMIENTOS ESPECIALIZADOS: REFRIGERADORAS, COCINAS, MICROONDAS, ETCÉTERA.",COSTA,GUAYAS                                            ,GUAYAQUIL                                         ,GRANDE,SOCIETARIO,4.0,253665995.0,"45,707,324.20","119,953,351.0","16,472,300.90","4,126,836.00",15066885.9,"1,405,415.07","142,109,497.00"
LETERAGO DEL ECUADOR S.A,https://ec.linkedin.com/company/leterago-del-ecuador-talento-humano?trk=companies_directory,54.0,66,109248.0,ANÓNIMA,"G4649.22 - VENTA AL POR MAYOR DE PRODUCTOS FARMACÉUTICOS, INCLUSO VETERINARIOS.",SIERRA,PICHINCHA                                         ,QUITO                                             ,GRANDE,SOCIETARIO,486.0,253510751.0,"55,001,640.30","486,373,999.0","-418,290,799.","11,640,667.00",-422232242.0,"3,941,443.37","489,435,355.00"
AGROAZUCAR ECUADOR,https://ec.linkedin.com/company/corporaci%C3%B3n-azucarera-ecuatoriana-ingenio-la-troncal?trk=companies_directory,55.0,57,175748.0,ANÓNIMA,"C1072.02 - ELABORACIÓN Y REFINADO DE AZÚCAR DE CAÑA Y MELAZA DE CAÑA; REMOLACHA AZUCARERA, ETCÉTERA.",SIERRA,CAÑAR                                             ,LA TRONCAL                                        ,GRANDE,SOCIETARIO,2829.0,252811241.0,"169,017,583.0","99,764,866.60","-4,607,260.50","-4,607,260.00",-5444052.1,"836,791.59","100,344,829.00"
COMPANIA AZUCARERA VALDEZ SA,https://ec.linkedin.com/company/azucarera-valdez?trk=companies_directory,58.0,61,2041.0,ANÓNIMA,"C1072.02 - ELABORACIÓN Y REFINADO DE AZÚCAR DE CAÑA Y MELAZA DE CAÑA; REMOLACHA AZUCARERA, ETCÉTERA.",COSTA,GUAYAS                                            ,MILAGRO                                           ,GRANDE,MERCADO DE VALORES,9.0,235345017.71,"83,881,816.88","124,207,770.3","-18,697,588.4","-18,671,960.81",-17137456.35,0.00,"129,322,915.79"
"AC BEBIDAS, S. DE R.L. DE C.V.",https://www.linkedin.com/company/arca-continental/people/?keywords=ecuador,59.0,87,87185.0,SUCURSAL  EXTRANJERA,"C1104.01 - ELABORACIÓN DE BEBIDAS NO ALCOHÓLICAS EMBOTELLADAS (EXCEPTO CERVEZA Y VINO SIN ALCOHOL): BEBIDAS AROMATIZADAS Y/O EDULCORADAS: LIMONADAS, NARANJADAS, BEBIDAS GASEOSAS (COLAS), BEBIDAS ARTIFICIALES DE JUGOS DE FRUTAS (CON JUGOS DE FRUTAS O JARABES EN PROPORCIÓN INFERIOR AL 50%), AGUAS TÓNICAS, GELATINA COMESTIBLE, BEBIDAS HIDRATANTES, ETCÉTERA.",SIERRA,PICHINCHA                                         ,QUITO                                             ,GRANDE,SOCIETARIO,3901.0,229513995.0,"62,408,137.90","464,869,461.0","17,605,316.30","20,712,137.00",13039360.0,"4,565,956.31","473,115,450.00"
NESTLE ECUADOR,https://www.linkedin.com/company/nestle-s-a-/people/?facetGeoRegion=ec%3A0,60.0,68,4238.0,ANÓNIMA,"C1079.29 - ELABORACIÓN DE OTROS ALIMENTOS ESPECIALES: CONCENTRADOS DE PROTEÍNAS; ALIMENTOS PREPARADOS CON FINES DIETÉTICOS, ALIMENTOS SIN GLUTEN, ALIMENTOS PARA COMBATIR EL DESGASTE CAUSADO POR EL ESFUERZO MUSCULAR, ETCÉTERA.",SIERRA,PICHINCHA                                         ,QUITO                                             ,GRANDE,MERCADO DE VALORES,1373.0,228624858.0,"16,545,560.00","468,905,262.0","28,012,844.00","17,128,001.00",12629171.0,"15,383,673.00","468,905,262.00"
TELCONET,https://ec.linkedin.com/company/telconet?trk=companies_directory,61.0,79,72951.0,ANÓNIMA,"J6110.01 - ACTIVIDADES DE OPERACIÓN, MANTENIMIENTO O FACILITACIÓN DEL ACCESO A SERVICIOS DE TRANSMISIÓN DE VOZ, DATOS, TEXTO, SONIDO Y VÍDEO UTILIZANDO UNA INFRAESTRUCTURA DE TELECOMUNICACIONES ALAMBRICAS, COMO: OPERACIÓN Y MANTENIMIENTO DE SISTEMAS DE CONMUTACIÓN Y TRANSMISIÓN PARA SUMINISTRAR SERVICIOS DE COMUNICACIONES DE PUNTO A PUNTO POR LÍNEAS ALAMBRICAS, POR MICROONDAS O POR UNA COMBINACIÓN DE LÍNEAS ALAMBRICAS Y CONEXIONES POR SATÉLITE.",COSTA,GUAYAS                                            ,GUAYAQUIL                                         ,GRANDE,MERCADO DE VALORES,2901.0,223554738.94,"88,978,843.46","205,471,961.0","27,906,749.49","31,587,065.10",19822070.06,"8,084,679.43","205,471,961.02"
INT FOOD SERVICES CORP,https://www.linkedin.com/company/gurpo-kfc-ecuador/?originalSubdomain=ec,62.0,78,87530.0,ANÓNIMA,"C1010.22 - FABRICACIÓN DE PRODUCTOS CÁRNICOS: SALCHICHAS, SALCHICHÓN, CHORIZO, SALAME, MORCILLAS, MORTADELA, PATÉS, CHICHARRONES FINOS, JAMONES, EMBUTIDOS, ETCÉTERA. INCLUSO SNACKS DE CERDO.",SIERRA,PICHINCHA                                         ,QUITO                                             ,GRANDE,SOCIETARIO,4013.0,222363037.0,"28,603,859.50","186,946,160.0","-2,333,942.10","-2,333,942.00",-3081444.2,"747,502.07","193,310,405.00"
HOTELES DECAMERON ECUADOR,https://www.linkedin.com/company/decameronhotels/people/?facetGeoRegion=ec%3A0,63.0,73,155475.0,ANÓNIMA,"N7911.00 - ACTIVIDADES DE LAS AGENCIAS DE VIAJES DEDICADAS PRINCIPALMENTE A VENDER SERVICIOS DE VIAJES, DE VIAJES ORGANIZADOS, ",SIERRA,PICHINCHA                                         ,QUITO                                             ,GRANDE,MERCADO DE VALORES,957.0,218435892.0,"10,346,444.58","11,242,691.74","-9,500,456.05","-9,470,360.21",-8086645.13,0.00,"13,191,421.56"
SUPERDEPORTE,https://ec.linkedin.com/company/explorer-ecuador.com?trk=companies_directory,64.0,77,87399.0,ANÓNIMA,"G4641.21 - VENTA AL POR MAYOR DE PRENDAS DE VESTIR, INCLUIDAS PRENDAS (ROPA) DEPORTIVAS.",SIERRA,PICHINCHA                                         ,QUITO                                             ,GRANDE,MERCADO DE VALORES,1766.0,217675855.83,"44,667,260.68","142,051,607.3","-9,550,834.58","-9,550,834.58",-8374585.44,0.00,"147,664,047.41"
GENERAL MOTORS DEL ECUADOR SA,https://www.linkedin.com/company/general-motors/people/?facetGeoRegion=ec%3A0&keywords=ecuador,65.0,50,8343.0,ANÓNIMA,"G4510.01 - VENTA DE VEHÍCULOS NUEVOS Y USADOS: VEHÍCULOS DE PASAJEROS, INCLUIDOS VEHÍCULOS ESPECIALIZADOS COMO: AMBULANCIAS Y MINIBUSES, CAMIONES, REMOLQUES Y SEMIRREMOLQUES, VEHÍCULOS DE ACAMPADA COMO: CARAVANAS Y AUTOCARAVANAS, VEHÍCULOS PARA TODO TERRENO (JEEPS, ETCÉTERA), INCLUIDO LA VENTA AL POR MAYOR Y AL POR MENOR POR COMISIONISTAS.",SIERRA,PICHINCHA                                         ,QUITO                                             ,GRANDE,SOCIETARIO,116.0,217128151.0,"162,958,180.0","322,234,565.0","2,983,654.79","3,510,182.00",1231461.18,"1,752,193.61","326,174,576.00"
INDUSTRIAS LACTEAS TONI SA,https://ec.linkedin.com/company/industriasl-l-cteas-toni?trk=companies_directory,67.0,69,9468.0,ANÓNIMA,"C1050.01 - ELABORACIÓN DE LECHE FRESCA LÍQUIDA, CREMA DE LECHE LIQUIDA, BEBIDAS A BASE DE LECHE, YOGURT, INCLUSO CASEÍNA O LACTOSA, PASTEURIZADA, ESTERILIZADA, HOMOGENEIZADA Y/O TRATADA A ALTAS TEMPERATURAS.",COSTA,GUAYAS                                            ,GUAYAQUIL                                         ,GRANDE,SOCIETARIO,624.0,213922815.0,"114,597,845.0","126,208,274.0","97,845.58","115,113.00",97845.58,0.00,"127,715,285.00"
SURPAPELCORP,https://www.linkedin.com/company/productora-cartonera-s.a./?originalSubdomain=ec,68.0,84,97887.0,ANÓNIMA,C1702.01 - FABRICACIÓN DEL PAPEL Y CARTÓN ONDULADOS O CORRUGADO.,COSTA,GUAYAS                                            ,ELOY ALFARO (DURAN)                               ,GRANDE,MERCADO DE VALORES,267.0,213719620.88,"44,748,176.05","68,161,843.80","-7,857,483.18","-7,857,483.18",-7857483.18,0.00,"69,499,381.16"
MARCIMEX,https://ec.linkedin.com/company/marcimex?trk=companies_directory,69.0,74,30062.0,ANÓNIMA,"G4649.11 - VENTA AL POR MAYOR DE ELECTRODOMÉSTICOS Y APARATOS DE USO DOMÉSTICO: REFRIGERADORAS, COCINAS, LAVADORAS, ETCÉTERA. INCLUYE EQUIPOS DE TELEVISIÓN, ESTÉREOS (EQUIPOS DE SONIDO), EQUIPOS DE GRABACIÓN Y REPRODUCTORES DE CD Y DVD, CINTAS DE AUDIO Y VIDEO CDS, DVD GRABADAS.",SIERRA,AZUAY                                             ,CUENCA                                            ,GRANDE,MERCADO DE VALORES,1380.0,207224186.7,"67,372,830.87","133,132,947.7","-980,332.81","1,948,577.82",-947160.69,0.00,"135,188,923.14"
NOVOPAN DEL ECUADOR SA,https://ec.linkedin.com/company/novopan-per%C3%BA-sac?trk=companies_directory,70.0,91,7307.0,ANÓNIMA,"C1621.01 - FABRICACIÓN DE HOJAS DE MADERA (ALISADAS, TEÑIDAS, BAÑADAS, IMPREGNADAS, REFORZADAS CON PAPEL O TELA, CORTADAS EN FIGURAS) PARA ENCHAPADO SUFICIENTEMENTE DELGADAS PARA PRODUCIR MADERA ENCHAPADA, TABLEROS CONTRACHAPADOS Y OTROS FINES; FABRICACIÓN DE TABLEROS CONTRACHAPADOS, TABLEROS DE MADERA ENCHAPADA Y OTROS TABLEROS Y HOJAS DE MADERA LAMINADA, TABLEROS DE FIBRA Y TABLEROS DE PARTÍCULAS, MADERA COMPACTADA, MADERA LAMINADA ENCOLADA.",SIERRA,PICHINCHA                                         ,QUITO                                             ,GRANDE,SOCIETARIO,552.0,204278317.0,"154,305,533.0","136,767,931.0","-98,556,796.0","23,234,326.00",-101145760.0,"2,588,963.33","138,059,032.00"
IPAC S.A,https://www.linkedin.com/company/ipac-s.a./people/,72.0,89,73818.0,ANÓNIMA,"C2410.25 - FABRICACIÓN DE ÁNGULOS, PERFILES Y SECCIONES ABIERTAS DE ACERO LAMINADAS EN CALIENTE Y MEDIANTE CONFORMACIÓN PROGRESIVA EN UN LAMINADOR DE RULOS O MEDIANTE PLEGADO EN UNA PRENSA DE PRODUCTOS LAMINADOS PLANOS DE ACERO.",COSTA,GUAYAS                                            ,GUAYAQUIL                                         ,GRANDE,MERCADO DE VALORES,471.0,198959835.58,"111,165,747.7","159,528,826.3","11,182,284.35","13,155,628.65",8243750.22,"3,145,078.49","159,528,826.34"
IMPORTADORA TOMEBAMBA,https://ec.linkedin.com/company/importadora-tomebamba-s-a?trk=companies_directory,73.0,95,617.0,ANÓNIMA,"G4510.01 - VENTA DE VEHÍCULOS NUEVOS Y USADOS: VEHÍCULOS DE PASAJEROS, INCLUIDOS VEHÍCULOS ESPECIALIZADOS COMO: AMBULANCIAS Y MINIBUSES, CAMIONES, REMOLQUES Y SEMIRREMOLQUES, VEHÍCULOS DE ",SIERRA,AZUAY                                             ,CUENCA                                            ,GRANDE,SOCIETARIO,391.0,192703327.0,"58,271,692.10","147,039,835.0","-126,693,010.","5,400,462.00",-127815105.0,"1,122,095.40","164,038,481.00"
PRODUCTORA CARTONERA,https://ec.linkedin.com/company/productora-cartonera-s-a-?trk=companies_directory,74.0,102,4295.0,ANÓNIMA,"C1702.02 - FABRICACIÓN DE ENVASES DE PAPEL O DE CARTÓN ONDULADO, RÍGIDO O PLEGABLE: CAJAS, CAJONES, ESTUCHES, ENVASES, ARCHIVADORES DE CARTÓN DE OFICINA Y ARTÍCULOS SIMILARES.",COSTA,GUAYAS                                            ,ELOY ALFARO (DURAN)                               ,GRANDE,MERCADO DE VALORES,599.0,191643826.79,"53,200,422.30","143,085,122.1","348,741.38","410,283.98",137348.19,"745,668.71","144,268,751.69"
INDUSTRIAS ALES CA,https://ec.linkedin.com/company/industrias-ales-c.a?trk=companies_directory,76.0,92,677.0,ANÓNIMA,"C1040.13 - ELABORACIÓN DE ACEITES VEGETALES REFINADOS: ACEITE DE OLIVA, ACEITE DE SOYA, ETCÉTERA.",SIERRA,PICHINCHA                                         ,QUITO                                             ,GRANDE,MERCADO DE VALORES,822.0,189391346.47,"69,717,754.49","145,744,548.4","-403,164.63","-403,164.63",-271672.36,"142,953.29","145,744,548.44"
ECUAQUIMICA ECUATORIANA DE PRODUCTOS QUIMICOS CA,https://ec.linkedin.com/company/ecuaquimica?trk=companies_directory,77.0,94,4902.0,ANÓNIMA,"G4649.22 - VENTA AL POR MAYOR DE PRODUCTOS FARMACÉUTICOS, INCLUSO VETERINARIOS.",COSTA,GUAYAS                                            ,GUAYAQUIL                                         ,GRANDE,SOCIETARIO,747.0,188942446.0,"73,284,486.80","186,645,893.0","1,766,095.76","2,077,840.00",974451.29,"791,644.47","187,243,491.00"
SINOPEC INTERNATIONAL PETROLEUM SERVICE ECUADOR,https://ec.linkedin.com/company/sinopec-international-petroleum-service-ecuador?trk=companies_directory,78.0,59,93862.0,ANÓNIMA,"B0910.01 - ACTIVIDADES DE SERVICIOS DE EXTRACCIÓN DE PETRÓLEO Y GAS REALIZADAS A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATO: SONDEOS, EXPLORACIÓN (POR EJEMPLO: MÉTODOS TRADICIONALES DE PROSPECCIÓN, COMO OBSERVACIONES GEOLÓGICAS EN POSIBLES YACIMIENTOS); PERFORACIÓN DIRIGIDA Y REPERFORACIÓN; PERFORACIÓN INICIAL; ERECCIÓN, REPARACIÓN Y DESMANTELAMIENTO DE TORRES DE PERFORACIÓN, CEMENTACIÓN DE TUBOS DE ENCAMISADO DE LOS POZOS DE PETRÓLEO Y GAS, BOMBEO, TAPONAMIENTO Y ABANDONO DE POZOS, ETCÉTERA; LICUEFACCIÓN Y REGASIFICACIÓN DE GAS NATURAL PARA SU TRANSPORTE, REALIZADAS EN EL LUGAR DE EXTRACCIÓN; DRENAJE Y BOMBEO.",SIERRA,PICHINCHA                                         ,QUITO                                             ,GRANDE,SOCIETARIO,348.0,187160477.0,"41,389,333.30","27,764,355.30","-21,726,628.0","-18,741,400.70",-21726628.0,0.00,"28,833,780.30"
CRECOSCORP,https://ec.linkedin.com/company/grupo-crecos?trk=companies_directory,79.0,76,5276.0,ANÓNIMA,"G4649.11 - VENTA AL POR MAYOR DE ELECTRODOMÉSTICOS Y APARATOS DE USO DOMÉSTICO: REFRIGERADORAS, COCINAS, LAVADORAS, ETCÉTERA. INCLUYE EQUIPOS DE TELEVISIÓN, ESTÉREOS (EQUIPOS DE SONIDO), EQUIPOS DE GRABACIÓN Y REPRODUCTORES DE CD Y DVD, CINTAS DE AUDIO Y VIDEO CDS, DVD GRABADAS.",COSTA,GUAYAS                                            ,GUAYAQUIL                                         ,GRANDE,SOCIETARIO,1165.0,185354969.0,"74,284,163.20","102,235,537.0","-9,171,272.60","-9,171,272.00",-9171272.6,0.00,"103,540,277.00"
CARTONES NACIONALES I CARTOPEL,https://ec.linkedin.com/company/cartopel-sai?trk=companies_directory,80.0,98,6233.0,ANÓNIMA,C1702.01 - FABRICACIÓN DEL PAPEL Y CARTÓN ONDULADOS O CORRUGADO.,SIERRA,AZUAY                                             ,CUENCA                                            ,GRANDE,SOCIETARIO,1066.0,182542489.0,"91,518,072.10","206,145,105.0","-157,619,721.","30,372,120.00",-164678367.0,"7,058,645.94","207,244,842.00"
UNICOMER DE ECUADOR,https://www.linkedin.com/company/grupo-unicomer/people/?facetGeoRegion=ec%3A0,81.0,75,46249.0,ANÓNIMA,"G4649.11 - VENTA AL POR MAYOR DE ELECTRODOMÉSTICOS Y APARATOS DE USO DOMÉSTICO: REFRIGERADORAS, COCINAS, LAVADORAS, ETCÉTERA. INCLUYE EQUIPOS DE TELEVISIÓN, ESTÉREOS (EQUIPOS DE SONIDO), EQUIPOS DE GRABACIÓN Y REPRODUCTORES DE CD Y DVD, CINTAS DE AUDIO Y VIDEO CDS, DVD GRABADAS.",COSTA,GUAYAS                                            ,GUAYAQUIL                                         ,GRANDE,SOCIETARIO,1733.0,182480888.0,"89,630,942.30","113,455,905.0","-992,429.38","-992,429.00",-1121370.8,"128,941.40","129,865,640.00"
BEBIDAS ARCACONTINENTAL ECUADOR ARCADOR,https://ec.linkedin.com/company/arcacontinentalec?trk=companies_directory,82.0,111,166413.0,ANÓNIMA,"G4630.94 - VENTA AL POR MAYOR DE BEBIDAS NO ALCOHÓLICAS (JUGOS, GASEOSAS, AGUA MINERAL, ETCÉTERA).",SIERRA,PICHINCHA                                         ,QUITO                                             ,GRANDE,SOCIETARIO,1116.0,176718833.0,"112,677,535.0","217,426,918.0","19,785,799.90","23,277,412.00",14198246.8,"5,587,553.08","221,204,652.00"
SERVICIOS DE TELECOMUNICACIONES SETEL S.A,https://www.linkedin.com/company/setel-s.a./,83.0,105,93431.0,ANÓNIMA,J6190.04 - ACTIVIDADES DE REVENTA DE SERVICIOS DE TELECOMUNICACIONES (SUMINISTRO DE SERVICIOS TELEFÓNICOS Y DE INTERNET EN INSTALACIONES ABIERTAS AL PÚBLICO: CABINAS TELEFÓNICAS Y CIBERCAFÉS.),SIERRA,PICHINCHA                                         ,QUITO                                             ,GRANDE,SOCIETARIO,1448.0,174696284.0,"79,710,725.00","119,745,624.0","14,637,760.20","17,220,894.00",10572631.3,"4,065,128.94","121,492,888.00"
IASA,https://www.linkedin.com/company/iasaglobal/?originalSubdomain=ec,84.0,104,2592.0,ANÓNIMA,G4659.22 - VENTA AL POR MAYOR DE MAQUINARÍA PARA LA MINERÍA Y CONSTRUCCIÓN; INCLUYE PARTES Y PIEZAS.,COSTA,GUAYAS                                            ,GUAYAQUIL                                         ,GRANDE,SOCIETARIO,323.0,170637068.0,"108,188,728.0","84,081,850.20","3,830,038.62","4,505,927.80",2526465.56,"1,303,573.06","91,407,989.10"
FABRICA DE ENVASES FADESA,https://ec.linkedin.com/company/fadesa?trk=companies_directory,85.0,7531,25119.0,ANÓNIMA,"C2591.00 - ACTIVIDADES DE FORJA, PRENSADO, ESTAMPADO Y LAMINADO DE METALES; PULVIMETALURGIA, PRODUCCIÓN DE OBJETOS DE METAL DIRECTAMENTE A PARTIR DE POLVOS DE METAL QUE SE SOMETEN A TRATAMIENTO CALORÍFICO (SINTERIZACIÓN) O DE COMPRESIÓN.",COSTA,GUAYAS                                            ,GUAYAQUIL                                         ,GRANDE,MERCADO DE VALORES,855.0,169721688.42,"76,114,973.11","140,819,790.8","10,314,701.33","12,134,943.03",7974092.76,"3,056,284.38","142,289,258.54"
INDUSTRIAL DANEC SA,https://ec.linkedin.com/company/industrial-danec-s-a?trk=companies_directory,86.0,115,1587.0,ANÓNIMA,"C1040.11 - ELABORACIÓN DE ACEITES CRUDOS VEGETALES (SIN REFINAR) DE: OLIVA, SOYA, PALMA, SEMILLA DE GIRASOL, SEMILLA DE ALGODÓN, COLZA, REPOLLO O MOSTAZA, LINAZA, ETCÉTERA.",SIERRA,PICHINCHA                                         ,QUITO                                             ,GRANDE,SOCIETARIO,1136.0,163757702.0,"31,330,757.80","230,618,916.0","737,693.81","867,875.00",-109427.06,"847,120.87","230,831,701.00"
HOLDING TONICORP,https://www.linkedin.com/company/tonicorp/?originalSubdomain=ec,88.0,108,141109.0,ANÓNIMA,"K6420.00 - ACTIVIDADES DE SOCIEDADES DE CARTERA, ES DECIR, UNIDADES TENEDORAS DE ACTIVOS DE UN GRUPO DE EMPRESAS FILIALES (CON PARTICIPACIÓN DE CONTROL EN SU CAPITAL SOCIAL) Y CUYA ACTIVIDAD PRINCIPAL CONSISTE EN LA PROPIEDAD DEL GRUPO. LAS SOCIEDADES DE CARTERA CLASIFICADAS EN ESTA CLASE NO SUMINISTRAN NINGÚN OTRO SERVICIO A LAS EMPRESAS PARTICIPADAS, ES DECIR, NO ADMINISTRAN NI GESTIONAN OTRAS UNIDADES.",COSTA,GUAYAS                                            ,GUAYAQUIL                                         ,MEDIANA,MERCADO DE VALORES,5.0,160964417.16,"160,955,600.1","2,443,481.44","-4,036,985.92","-4,036,985.92",-4036985.92,0.00,"2,458,201.26"
